"period";"scenario";"Ass";"Rule";"Rec";"INN";"OER";"Fscan";"P5th_B1plus";"P10th_B1plus";"Median_B1plus";"P90th_B1plus";"P95th_B1plus";"Mean_B1plus";"Median_lastB1plus";"IAV1_B1plus";"IAV2_B1plus";"avg_P_B1plus_Blim";"avg_P_B1plus_Blow";"once_P_B1plus_Blim";"once_P_B1plus_Blow";"max_P_B1plus_Blim";"max_P_B1plus_Blow";"years_B1plus_under_Blim";"years_get_B1plus_up_Blim";"firstyear_B1plus_Blim";"years_B1plus_under_Blow";"years_get_B1plus_up_Blow";"firstyear_B1plus_Blow";"closure";"closure_once";"years_closure";"P5th_F";"Median_F";"P95th_F";"P5th_Catch";"Median_Catch";"P95th_Catch";"Mean_Catch";"StDev_Catch";"IAV1_Catch";"IAV2_Catch"
"initial";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.49";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.49;87279.9435819844;109003.038265092;209444.126920476;358904.758249047;391032.868830473;224152.168207047;144515.090246055;59926.8564161004;0.810406572940666;0.8552;0.4448;1;0.86;0.994;0.79;4.276;4.2445;NA;2.224;2.207;2021;0;0;0;0.381581854310774;0.577006892784768;1.02760741824031;43337.9749022084;90307.657743411;181207.887110948;99665.8719798409;42440.9965178028;28572.1747306678;0.842342277844954
"initial";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.5";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.5;84861.2864979934;106389.993071447;207254.447818541;358885.238641943;390567.364151747;222284.834714814;141241.926589534;60456.416278124;0.806235908556136;0.8568;0.4558;1;0.869;0.996;0.799;4.284;4.2505;NA;2.279;2.2585;2021;0;0;0;0.389045765920652;0.592079512504494;1.05366861169207;43154.6086626514;90939.4309366449;183569.724933242;100492.501822738;43366.4671173421;29206.6909432899;0.839763619500197
"initial";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0;285489.66294629;299678.896681056;362142.093350806;448270.129108302;477467.799697485;368948.335597728;364793.653515936;29183.6744696368;1.01605000665393;0.3222;0;0.616;0;0.385;0;1.611;1.4635;NA;0;0;2021;0.8212;1;4.106;0;0;0;0;1e-06;1e-06;8.808e-07;9.30204278639914e-08;5.20000000000001e-08;1
"initial";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan1.5";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";1.5;41259.952873424;52533.1683637486;134102.230735298;352522.288889536;386550.450212261;166162.392785113;60190.2092312793;75018.1563436759;0.673531077333669;0.876;0.7214;1;1;1;0.987;4.38;4.376;NA;3.607;3.5675;2021;0;0;0;0.942565185200551;1.18796904271191;1.35586267687393;28755.1445542527;91168.1980418546;274228.246562688;114970.246484276;83734.9524509415;53934.0977283283;0.670900904615091
"initial";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan1";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";1;44402.7461783678;56352.1172245465;143929.180607071;352904.482550497;386866.831604567;173473.111876737;67795.341951597;73448.7509522197;0.690862882983999;0.8744;0.6864;1;0.995;0.998;0.973;4.372;4.362;NA;3.432;3.398;2021;0;0;0;0.73050213553832;1.14298019166879;1.32507003576999;30915.0759108976;92210.536831582;258919.336305375;114169.795398674;77382.5797104285;51312.6328608465;0.703544756773529
"initial";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan2";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";2;40801.0543583238;51863.4067817635;132377.071652209;352339.365190308;386550.450212261;164871.884624455;58588.0199978296;75307.9896225571;0.669766073630967;0.876;0.7266;1;1;1;0.993;4.38;4.376;NA;3.633;3.5995;2021;0;0;0;0.991262468402812;1.19637762188763;1.36637123117661;28540.415175459;92491.7042789447;274844.318800117;115165.512584617;84319.6004804035;53754.9539557374;0.664968127990957
"initial";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.01";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.01;335879.640583545;365100.207538909;508525.434106637;725363.708069476;794464.977023437;529408.704681773;582597.196751565;70236.1390626381;1.1090534692508;0.0518;0;0.171;0;0.162;0;0.259;0.2555;2022;0;0;2021;0;0;0;0.00704308019552708;0.00971062448271616;0.0135641319189973;3127.1651611585;4893.10772266248;7861.89108829973;5130.03159880735;1143.97814933246;987.103668215178;1.13601390558186
"initial";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.02";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.02;334864.284215406;362448.045986696;502979.061182492;718017.523143834;787484.723062953;524019.21785414;572257.269008608;69473.3546493473;1.10459226832026;0.055;0;0.177;0;0.162;0;0.275;0.2695;2023;0;0;2021;0;0;0;0.0140598903572312;0.0194064444908816;0.027216899713925;6201.6738259935;9629.07180577677;15478.1638758872;10106.4287892443;2232.900592047;1947.43630093783;1.13148321400775
"initial";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.03";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.03;333095.11998832;360501.339226382;497159.178256254;709208.570945461;781166.53298764;518733.440403074;563139.602354219;68801.860612156;1.10018494922136;0.059;0;0.187;0;0.162;0;0.295;0.2905;2023;0;0;2021;0;0;0;0.0210511942012157;0.0290971390899166;0.0408967889394681;9213.55685492952;14236.3942811937;22849.0379652497;14933.4091838427;3271.29462199406;2882.58089490474;1.1270177510035
"initial";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.04";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.04;330683.808802317;358535.9206056;491429.204547354;701491.801394806;772459.43722606;513544.570436542;554613.008961708;68215.9310763878;1.09581900985566;0.0642;0;0.201;0;0.162;0;0.321;0.31;2024;0;0;2021;0;0;0;0.0280167934515253;0.0388049600360178;0.054621495806537;12189.7112946221;18671.3367125038;29980.2962776967;19615.5809789098;4263.74428742895;3794.58728921202;1.12261536318335
"initial";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.05";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.05;327910.104590441;355330.157276819;486722.885200027;693479.014071874;767007.286444187;508451.288069864;545603.268364807;67706.2716841755;1.09150240676388;0.0688;0;0.207;0;0.162;0;0.344;0.333;2024;0;0;2021;0;0;0;0.0349374555927585;0.0485047426979224;0.0684279553562794;15129.5894766653;22974.7694439577;36872.6793061167;24157.5520848303;5214.69777585899;4684.60055600552;1.11826869625889
"initial";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.06";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.06;324863.3218476;352239.805722606;481563.912693258;687508.046928525;759374.576618961;503448.281102265;537116.648372726;67271.4725071004;1.08722300505531;0.0738;0;0.216;0;0.162;0;0.369;0.357;2024;0;0;2021;0;0;0;0.0417154466351455;0.0582213519930642;0.0822497599319096;17992.0840535645;27138.0486175482;43615.1949725641;28563.926142582;6128.15511318893;5554.01390355324;1.11397769913382
"initial";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.07";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.07;321558.6259359;349833.384525906;475854.635661148;682103.4825645;751846.73392369;498539.046056128;528613.473926737;66909.9727083408;1.0829922167446;0.0768;0;0.221;0;0.162;0;0.384;0.3705;2024;0;0;2021;0;0;0;0.0485187454551673;0.0679524002792914;0.0962253954574766;20768.7658214728;31205.5194140601;50154.1533753827;32839.3032706876;7008.11444971602;6404.52608056994;1.1097492925602
"initial";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.08";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.08;318739.110862944;345970.48154641;471093.422512712;675149.751842103;742945.643705305;493721.932138068;519852.223124314;66603.7042958874;1.07880914464568;0.0828;0;0.23;0;0.162;0;0.414;0.396;2024;0;0;2021;0;0;0;0.0553076752276156;0.07764959403799;0.110235773264637;23466.4948017724;35161.7366462424;56513.2440527648;36988.1064393939;7858.24587905613;7238.44122413044;1.10558346357352
"initial";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.09";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.09;315557.014034696;342124.906266684;467076.784231337;668849.496403929;736196.569560545;488990.755138933;512246.684335527;66331.6742176194;1.07466555856351;0.0886;2e-04;0.243;0.001;0.162;0.001;0.443;0.422;2025;0.001;0.001;2021;0;0;0;0.0619802609969829;0.087386021355532;0.124261297365689;26050.4660388414;38969.9694770748;62546.3407756846;41014.4495745416;8681.79322512281;8056.55293162884;1.10147407437886
"initial";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.1";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.1;312424.415433764;338738.07447955;462567.740077232;662218.833823761;729037.052996187;484341.14934782;503662.701003629;66104.5997160704;1.07055216935508;0.0974;6e-04;0.256;0.002;0.162;0.002;0.487;0.4535;NA;0.003;0.003;2021;0;0;0;0.0685721983164686;0.097065575198516;0.13845493167349;28503.4783817628;42714.9383857739;68481.3559437775;44922.4441420651;9482.07750026246;8860.91313785597;1.09742121647624
"initial";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.11";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.11;309981.263172013;335591.849218021;457854.678347935;656550.235924106;723026.400005648;479769.748475218;495473.118612171;65914.7901065466;1.06646885611709;0.1038;6e-04;0.263;0.002;0.162;0.002;0.519;0.4825;NA;0.003;0.003;2021;0;0;0;0.0752293328152913;0.106777256964711;0.152845260495371;30912.2877510521;46322.3102133229;74379.6315033866;48715.8843389515;10262.0055176315;9652.21705702977;1.09342142681311
"initial";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.12";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.12;306319.865544776;332957.290667073;453320.021193876;648981.48128325;716960.406416394;475277.946862324;487341.434370451;65757.2580253502;1.06241972042185;0.1098;0.0012;0.273;0.004;0.162;0.002;0.549;0.5135;NA;0.006;0.006;2021;0;0;0;0.0818777651267442;0.116480481014845;0.167123503340324;33255.7970296416;49775.2414161486;80000.8136619748;52398.7090806396;11024.3788345263;10430.545451705;1.08947825961734
"initial";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.13";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.13;302113.178980136;330653.079882221;448794.363743764;642215.841939438;709969.798437704;470854.747844392;479912.845791388;65639.3335558028;1.05838463401644;0.1192;0.0014;0.29;0.004;0.162;0.003;0.596;0.5605;NA;0.007;0.007;2021;0;0;0;0.0884554240190625;0.126234272653613;0.18153641643674;35394.4212854839;53214.1566513533;85525.1656104158;55974.139005109;11771.2096006615;11196.4928391541;1.08558074401274
"initial";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.14";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.14;297331.848550102;327225.627222973;444810.979874117;636516.747337028;705180.51501374;466500.283357524;472681.071231276;65554.6370733275;1.05436456730882;0.1288;0.0014;0.305;0.004;0.162;0.003;0.644;0.6105;NA;0.007;0.007;2021;0;0;0;0.0948822979638815;0.135980086932169;0.195937291451851;37589.5982699033;56480.4572146304;90719.9036754366;59445.6966524348;12504.9119975253;11949.7608834461;1.08172893362822
"initial";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.15";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.15;293706.534483035;323554.148758353;441128.263631087;630372.050182005;701828.916183427;462208.199978398;466183.784656572;65503.0467714741;1.05034977053598;0.1394;0.0018;0.325;0.005;0.162;0.003;0.697;0.654;NA;0.009;0.009;2021;0;0;0;0.101466320228091;0.145765975736367;0.210419979680814;39757.2693822017;59673.8402208867;95735.0983537703;62816.4464700448;13227.7990090959;12691.5156568633;1.07791450786514
"initial";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.16";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.16;288820.230179447;319609.064876903;437641.699196041;626351.757932185;696785.252307033;457981.634901295;458841.639697963;65485.9579112663;1.04635254578323;0.1478;0.0022;0.348;0.005;0.164;0.004;0.739;0.693;NA;0.011;0.01;2021;0;0;0;0.107899712380293;0.155623741641279;0.22502299587936;41700.6508377587;62792.9400049906;100788.381806909;66089.7855841016;13942.080734466;13424.3758722293;1.07414307187718
"initial";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.17";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.17;285720.471804491;316231.464177066;434045.900727562;621360.911198021;692263.728876632;453817.349242003;452296.073466308;65494.9236570645;1.04236163314572;0.1558;0.0028;0.363;0.006;0.174;0.006;0.779;0.732;NA;0.014;0.014;2021;0;0;0;0.114317218851335;0.165515944425561;0.239478751910318;43619.3642349552;65979.385922166;105717.924659287;69268.8645278205;14649.5121256826;14147.3518553145;1.07041215360522
"initial";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.18";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.18;281299.085478705;311743.759186864;430023.067156033;615568.233224706;686899.481460697;449717.614741197;445386.053789782;65528.6860265471;1.03838089426449;0.1668;0.0032;0.379;0.008;0.186;0.006;0.834;0.791;NA;0.016;0.016;2021;0;0;0;0.120902197865871;0.175347659883126;0.254452980751451;45456.9297803402;69005.2273022906;110579.994829594;72357.0047709669;15352.2749947112;14862.5868761632;1.06672783968675
"initial";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.19";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.19;277127.054218589;308163.048019726;425872.693320485;610557.660414534;681934.27658758;445675.967797807;438536.015211575;65573.9611254586;1.03439377917409;0.1788;0.0048;0.403;0.016;0.197;0.008;0.894;0.8475;NA;0.024;0.024;2021;0;0;0;0.127190795785627;0.185347999405103;0.269285008516971;47308.4421119548;71829.5921481952;115166.582956027;75357.0127832967;16052.0455940903;15569.6185935608;1.06308733387174
"initial";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.2";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.2;273057.885447803;304814.005562075;422343.216943127;605806.089801314;677352.356568687;441688.415581006;432315.735720966;65643.7743307994;1.03040113648636;0.1884;0.006;0.422;0.018;0.206;0.011;0.942;0.896;NA;0.03;0.029;2021;0;0;0;0.133372178263532;0.195315532743461;0.284150199397555;48784.6742593484;74666.0235837699;119681.587773912;78271.1740772909;16749.1675314282;16268.1830370462;1.05947980555857
"initial";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.21";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.21;267707.663493633;300809.701527631;418899.293436545;601828.756229694;673216.02810907;437762.012023138;425330.830295301;65750.3045259514;1.0264149757767;0.199;0.0078;0.437;0.023;0.218;0.014;0.995;0.9445;NA;0.039;0.039;2021;0;0;0;0.139537551616775;0.205213106091727;0.299333385730425;50261.0741234273;77322.6429718473;124269.353618061;81102.9930271148;17445.5910310292;16960.0489637267;1.05591953473713
"initial";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.22";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.22;263262.749000621;296756.788070289;415310.320942285;597275.748006564;670189.135810964;433886.363085088;418759.719026778;65874.6499077691;1.02241616536396;0.213;0.01;0.457;0.028;0.244;0.017;1.065;1.007;NA;0.05;0.049;2021;0;0;0;0.145913760870459;0.215328095642234;0.314756192270552;51595.3797629531;79890.588142972;128610.773642576;83854.1818970533;18142.4149631971;17645.3201857256;1.05239135593987
"initial";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.23";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.23;257880.378714686;292620.250645405;412324.011759856;594703.861304769;665888.526200802;430058.44122055;412755.903279942;66014.6859528426;1.01840144115615;0.2244;0.0114;0.475;0.031;0.259;0.019;1.122;1.0575;NA;0.057;0.056;2021;0;0;0;0.152146798884235;0.22544307245083;0.330479759024271;53116.0241603831;82499.3019668643;132485.7957891;86527.0926292776;18839.9048827539;18324.2102526101;1.04889091563728
"initial";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.24";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.24;253541.580984952;288081.050377197;409131.32953326;590886.704442812;660924.22059289;426278.028705616;406574.676878444;66169.4878066284;1.01437473310406;0.236;0.0128;0.498;0.035;0.274;0.021;1.18;1.1155;NA;0.064;0.063;2021;0;0;0;0.15805109585874;0.235373937201376;0.347384318791926;54431.7724629923;85029.2815907147;136561.422706041;89123.8871637909;19539.1934870727;18995.1038237822;1.0454144982144
"initial";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.25";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.25;247228.742848292;284504.291551797;405683.794745003;585742.425485822;655941.445244854;422547.518756957;400219.85129748;66328.8183951123;1.01033981201977;0.2462;0.0144;0.517;0.037;0.291;0.026;1.231;1.159;NA;0.072;0.071;2021;0;0;0;0.164122774662621;0.245703858488886;0.364162017962728;55622.2158453823;87538.3142898267;140572.717063571;91647.2562796021;20240.8839008159;19659.8875791588;1.04196997003884
"initial";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.26";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.26;240816.955208177;280291.923794041;402370.406891869;581742.027296479;651054.02940418;418869.684158908;394450.931388119;66502.467843577;1.00630699582585;0.2584;0.0174;0.534;0.043;0.317;0.032;1.292;1.2115;NA;0.087;0.086;2021;0;0;0;0.17041401567175;0.25587361272935;0.380299575358238;56721.7546082467;89926.1192585677;144484.306833088;94098.6459055436;20943.6284950744;20315.2591853905;1.03854978438743
"initial";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.27";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.27;235866.097227205;275943.896108152;399557.862633419;577367.929903124;645282.978407188;415238.467825212;388802.386889915;66688.0540666901;1.0022671598971;0.2716;0.02;0.558;0.049;0.338;0.037;1.358;1.2735;NA;0.1;0.1;2021;0;0;0;0.176606952026279;0.265826759838652;0.396578783110101;57627.6372490795;92245.8736723282;148401.258202205;96480.0623463119;21648.6942771198;20962.7939623415;1.03515160842337
"initial";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.28";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.28;230274.935854459;271105.728863102;396794.40081499;573428.676995848;641628.259124432;411654.399542429;381998.730550935;66890.8894406971;0.998226593173211;0.2834;0.0234;0.577;0.059;0.355;0.041;1.417;1.3285;NA;0.117;0.117;2021;0;0;0;0.182797132793424;0.275949799331228;0.413138989811441;58298.1834570963;94587.8070376699;152058.281424887;98793.4957732092;22357.2620146402;21602.6774002436;1.0317776663977
"initial";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.29";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.29;225849.130706735;265976.555983614;393906.019040315;568286.492970552;638009.971033059;408120.278817512;376446.597977193;67108.4151717554;0.994181096239415;0.2942;0.0256;0.595;0.063;0.378;0.047;1.471;1.39;NA;0.128;0.127;2021;0;0;0;0.188782936129846;0.286378504202374;0.429498531858004;59036.7872150973;96819.5705056805;155814.737239646;101042.264805366;23070.3469458564;22236.3364337353;1.02844002738076
"initial";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.3";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.3;220602.237832605;261564.362518785;390812.046377075;564954.347955067;632769.167134791;404633.409155979;370753.564241433;67339.7461656783;0.990132581315025;0.3066;0.0288;0.615;0.073;0.407;0.053;1.533;1.4505;NA;0.144;0.142;2021;0;0;0;0.194746938806459;0.296607054585269;0.446436034026205;59652.1295708853;99092.5101744917;159765.447260082;103228.066548613;23789.6185751733;22868.9144634141;1.02513204907139
"initial";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.31";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.31;215324.496329959;256705.072164213;387547.135110786;562625.372922923;629440.51672442;401192.286291717;364208.616037187;67580.0644607125;0.98608153625817;0.3172;0.0328;0.632;0.085;0.423;0.062;1.586;1.4995;NA;0.164;0.161;2021;0;0;0;0.200748363220696;0.30703978220752;0.464203767903656;60365.3635466527;101287.203551364;163431.13336084;105351.876138571;24513.355724507;23496.4833983145;1.02185011619657
"initial";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.32";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.32;210454.613479731;251517.837505866;384255.60216089;558518.543205015;627107.469345857;397793.124519381;358628.149396085;67826.0101680635;0.982012441256876;0.3304;0.0368;0.646;0.099;0.443;0.073;1.652;1.572;NA;0.184;0.183;2021;0;0;0;0.207036867410815;0.317419442259497;0.482262231770713;60873.5598813346;103178.65985683;167007.995006932;107415.911474349;25243.6508867534;24122.8646972232;1.01859411673512
"initial";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.33";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.33;205556.221139754;246253.055230678;381235.454669943;555452.186965642;623844.162136221;394437.763021752;353780.811531688;68080.8363546334;0.977937209576011;0.3416;0.0404;0.661;0.104;0.46;0.078;1.708;1.625;NA;0.202;0.2;2021;0;0;0;0.21304681991769;0.327717153493469;0.499886359117006;61435.3263197481;105314.91217582;170472.03281713;109420.551000283;25977.2312721233;24742.5911243315;1.01536220323706
"initial";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.34";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.34;201253.455041779;242267.687863004;378553.822214419;551245.432242708;620205.257884681;391126.424729285;347990.145165807;68347.057310038;0.973857139063366;0.3502;0.0458;0.669;0.116;0.471;0.091;1.751;1.6735;NA;0.229;0.226;2021;0;0;0;0.219030530994309;0.338297286428658;0.518734842605705;62015.546324098;107272.13672877;173436.257193848;111367.694822156;26713.6447516078;25355.6720395488;1.01215314932459
